host,host count, client count, distinct client count
webapollo.science.uu.nl:8080, 605, 605, 57, 
52.210.177.116:10010, 1, 1, 1, 
cazy212.afmb.local, 218, 218, 4, 
10.0.0.100, 2, 2, 2, 
gbrowse.igatechnology.com, 67, 67, 2, 
192.168.20.19:8002, 143, 143, 8, 
180.208.58.19, 2501, 2501, 44, 
ec2-52-23-158-125.compute-1.amazonaws.com, 1, 1, 1, 
10.4.2.11:9002, 180, 180, 1, 
device.integragen.com, 25, 25, 3, 
10.10.15.128, 3, 3, 1, 
10.7.35.69, 1, 1, 1, 
202.116.161.95:10086, 42, 42, 4, 
ceres.snu.ac.kr:9990, 91, 91, 6, 
hkwiki.cbi.ac.cn, 3, 3, 3, 
172.20.20.238, 35, 35, 1, 
192.191.192.157, 30, 30, 1, 
localhost:28080, 18, 18, 1, 
kat:3013, 6, 6, 1, 
172.20.20.244, 50, 50, 1, 
www.niagads.org:8444, 13, 13, 1, 
yamunotri, 10, 10, 2, 
dev.flybase.org, 10, 10, 7, 
157.92.24.135, 1, 1, 1, 
52.40.235.241:8080, 5, 5, 1, 
bioserv-test, 61, 61, 2, 
52.37.29.24:8080, 1, 1, 1, 
legacy.cos.ncsu.edu, 1, 1, 1, 
sulab.scripps.edu:8000, 50, 50, 6, 
www.geisha.arizona.edu, 1, 1, 1, 
192.168.122.160:8080, 2, 2, 1, 
diamond.tuebingen.mpg.de, 2, 2, 1, 
10.105.164.139, 19, 19, 1, 
archer.mgi-nibm.my, 6, 6, 2, 
local.dev, 9, 9, 3, 
lmbv012.cnptia.embrapa.br:8080, 32, 32, 1, 
www.lmb.cnptia.embrapa.br, 742, 742, 8, 
52.210.177.116:10005, 1, 1, 1, 
52.210.177.116:10006, 1, 1, 1, 
reich.hms.harvard.edu, 33, 33, 2, 
localhost:8898, 1, 1, 1, 
bldr-tst-analysis-09, 6, 6, 2, 
152.7.99.245, 75, 75, 2, 
172.16.2.216:8080, 15, 15, 1, 
chrx, 55, 55, 1, 
apollo.bioinformatics.itb.cnr.it:8080, 126, 126, 2, 
180.208.58.19:8000, 50, 50, 3, 
127.0.01, 7, 7, 1, 
proteogenomics.zhang-lab.org, 105, 105, 18, 
www.candidagenome.org, 1089, 1089, 613, 
bldr-rnd-analysis02, 2, 2, 1, 
10.26.27.203, 6, 6, 1, 
192.168.202.9, 52, 52, 1, 
apollo02:8080, 200, 200, 2, 
192.168.2.188, 1, 1, 1, 
immunobase.org, 24, 24, 4, 
meg.sciencedesigners.com, 114, 114, 2, 
dog.medisapiens.com, 277, 277, 16, 
172.20.20.236, 5, 5, 2, 
webapollo2.vectorbase.org, 3284, 3284, 258, 
ec2-54-152-235-179.compute-1.amazonaws.com, 1, 1, 1, 
192.168.72.54, 7, 7, 3, 
localhost:2224, 2, 2, 2, 
candidagenome.org, 32, 32, 20, 
target.sbg.qb.fcen.uba.ar, 1196, 1196, 69, 
ec2-54-152-26-224.compute-1.amazonaws.com, 3, 3, 1, 
192.168.5.127, 1, 1, 1, 
crops.dow.com, 2, 2, 1, 
10.1.8.120:8080, 2, 2, 1, 
pobitora.strandls.com, 9, 9, 1, 
db.yeastgenome.org, 4, 4, 3, 
192.168.4.137, 1, 1, 1, 
127.0.0.1:3232, 69, 69, 1, 
gunpowder:9102, 1, 1, 1, 
192.168.209.128, 50, 50, 2, 
hhvarcherp01.tmh.tmhs, 41, 41, 1, 
ec2-54-158-219-1.compute-1.amazonaws.com, 18, 18, 3, 
img-galaxy-test.jgi.doe.gov, 4, 4, 3, 
10.188.181.17, 4, 4, 1, 
139.196.7.224:8080, 99, 99, 10, 
ec2-54-234-146-111.compute-1.amazonaws.com, 48, 48, 14, 
cgp-jbrowse-dev.internal.sanger.ac.uk:9878, 19, 19, 3, 
172.21.198.121, 48, 48, 1, 
192.168.1.100, 67, 67, 8, 
127.0.0.1:5947, 3, 3, 1, 
129.206.99.165:31415, 33, 33, 10, 
10.2.130.133, 11, 11, 3, 
192.168.1.99, 10, 10, 2, 
138.253.197.246, 55, 55, 1, 
vbioimage-jbrowse.ibmp.unistra.fr, 648, 648, 15, 
bf2i300.insa-lyon.fr:8080, 160, 160, 18, 
hinton-jbrowse.s3-website-eu-west-1.amazonaws.com, 103, 103, 15, 
128.218.234.28, 1, 1, 1, 
200.145.102.30, 29, 29, 1, 
172.16.2.203, 34, 34, 3, 
cuarchapp.ucdenver.pvt, 5, 5, 1, 
172.20.20.247, 10, 10, 1, 
localhost:2080, 2, 2, 1, 
192.168.4.131:9000, 1, 1, 1, 
kumamushi.org, 163, 163, 96, 
192.168.101.123:8080, 14, 14, 4, 
nblrrome.tuebingen.mpg.de:8080, 76, 76, 1, 
180.76.133.240:28080, 58, 58, 9, 
10.35.10.249, 7, 7, 1, 
snp-seek.irri.org, 3156, 3156, 570, 
galaxy.uni-freiburg.de, 1, 1, 1, 
jbrowse.ibmp.unistra.fr, 4, 4, 1, 
ann-nblrrome.tuebingen.mpg.de, 14084, 14084, 17, 
129.194.96.168:8080, 3, 3, 1, 
192.168.250.167, 1, 1, 1, 
sulab.scripps.edu:8080, 75, 75, 6, 
52.44.239.15, 446, 446, 49, 
172.20.20.232, 8, 8, 1, 
10.88.34.206:8443, 64, 64, 1, 
139.196.7.224, 8, 8, 2, 
efam.nzcorp.net:3020, 6, 6, 1, 
jbrowse.flybase.org, 15, 15, 5, 
127.0.0.1:5557, 7, 7, 1, 
bldr-tst-analysis-14, 1, 1, 1, 
10.200.55.15, 113, 113, 2, 
ec2-54-145-147-105.compute-1.amazonaws.com, 1, 1, 1, 
ec2-54-166-131-179.compute-1.amazonaws.com, 3, 3, 1, 
140.110.17.13, 44, 44, 1, 
117.78.46.212, 10, 10, 2, 
192.168.1.191:8080, 23, 23, 1, 
sangenixcommunity.persistent.co.in:8443, 6, 6, 3, 
localhost:31415, 1, 1, 1, 
172.18.50.215, 4, 4, 1, 
ec2-54-166-135-55.compute-1.amazonaws.com, 18, 18, 1, 
10.10.10.41:8000, 1, 1, 1, 
140.112.183.208:49994, 36, 36, 4, 
10.193.36.196, 13, 13, 2, 
172.17.0.2, 312, 312, 3, 
pioneer-d2.ncgr.org, 15, 15, 2, 
transgenicmutationmodels.badrodent.com, 226, 226, 52, 
sjcbiodev.driscolls.com:8080, 14, 14, 1, 
www.angiosperms.org, 214, 214, 13, 
59.79.248.80, 15, 15, 4, 
localhost:49747, 23, 23, 1, 
192.168.139.128, 12, 12, 2, 
www.patricbrc.org, 1, 1, 1, 
ec2-54-175-18-130.compute-1.amazonaws.com, 11, 11, 2, 
129.93.134.127, 9, 9, 4, 
pioneer-d2, 2, 2, 1, 
rayfin.uoregon.edu, 265, 265, 15, 
219.245.195.47, 237, 237, 51, 
192.168.99.100:8001, 5, 5, 3, 
bldr-tst-analysis-05, 6, 6, 2, 
10.123.8.41, 78, 78, 4, 
202.121.178.198, 33, 33, 5, 
regadb.bahia.fiocruz.br, 259, 259, 28, 
138.253.197.178, 13, 13, 3, 
www.angiosperm.org, 114, 114, 2, 
ceramide.ucsf.edu, 3, 3, 2, 
10.253.21.69, 333, 333, 1, 
192.168.33.10, 80, 80, 3, 
jbrowse.sivro.net, 1, 1, 1, 
ec2-54-211-121-143.compute-1.amazonaws.com, 3, 3, 1, 
vm.bxgenomics.com, 2, 2, 2, 
ec2-54-87-252-109.compute-1.amazonaws.com, 38, 38, 3, 
gmod.ncgas.indiana.edu, 459, 459, 41, 
ec2-54-197-83-92.compute-1.amazonaws.com, 1, 1, 1, 
172.20.20.239, 10, 10, 2, 
192.168.128.134:8081, 1, 1, 1, 
192.168.128.134:8080, 4, 4, 1, 
joernspc.charite.de, 13, 13, 4, 
192.168.150.200, 4, 4, 1, 
172.20.20.241, 94, 94, 1, 
158.109.215.162, 111, 111, 5, 
localhost:2223, 2, 2, 1, 
137.205.123.127, 926, 926, 104, 
ec2-52-201-225-82.compute-1.amazonaws.com, 3, 3, 1, 
192.168.56.104:1337, 32, 32, 2, 
192.168.1.65, 34, 34, 2, 
ec2-54-200-151-148.us-west-2.compute.amazonaws.com:8080, 1, 1, 1, 
ec2-54-213-60-165.us-west-2.compute.amazonaws.com:8080, 2, 2, 2, 
10.0.0.91, 130, 130, 2, 
172.16.90.12, 10, 10, 1, 
130.237.132.130, 1, 1, 1, 
192.168.1.14, 2, 2, 1, 
ec2-52-91-124-202.compute-1.amazonaws.com, 34, 34, 2, 
arabica-tmp.nhgri.nih.gov, 27, 27, 5, 
10.103.30.122:8080, 4, 4, 1, 
ec2-54-197-198-218.compute-1.amazonaws.com, 7, 7, 2, 
ec2-23-22-39-58.compute-1.amazonaws.com, 6, 6, 2, 
getdata.montp.inserm.fr, 14, 14, 2, 
192.168.50.194, 1, 1, 1, 
10.103.30.202:8080, 99, 99, 2, 
www.maizegametophyte.org, 1, 1, 1, 
192.168.0.6, 2, 2, 1, 
angiosperm.org, 59, 59, 7, 
192.168.225.23, 32, 32, 4, 
soichi7.ppa.iu.edu, 13, 13, 2, 
54.235.230.202, 11, 11, 1, 
ec2-52-201-228-7.compute-1.amazonaws.com, 16, 16, 2, 
10.10.10.40, 28, 28, 1, 
54.166.115.167, 6, 6, 1, 
axtelldata.bio.psu.edu, 6, 6, 1, 
jbrowse.usda.iastate.edu, 1, 1, 1, 
134.117.104.149, 1, 1, 1, 
localhost:55080, 3, 3, 1, 
10.24.227.235, 18, 18, 4, 
bldr-tst-analysis-13, 18, 18, 4, 
www.gensas.org, 91, 91, 5, 
54.71.236.147:8080, 64, 64, 4, 
ngspipelines.toulouse.inra.fr:9003, 7, 7, 4, 
sheldon:8000, 6, 6, 1, 
138.37.56.77, 26, 26, 1, 
megraw-dev.cgrb.oregonstate.edu, 1, 1, 1, 
ec2-54-210-20-178.compute-1.amazonaws.com, 7, 7, 2, 
ec2-52-26-217-139.us-west-2.compute.amazonaws.com:8080, 2, 2, 1, 
54.68.127.47, 27, 27, 6, 
10.102.32.27, 52, 52, 11, 
ws-uskok, 1, 1, 1, 
bugs2.sgul.ac.uk, 1, 1, 1, 
192.168.56.5, 301, 301, 7, 
bldr-tst-analysis-03, 6, 6, 3, 
fernbase.org, 103, 103, 18, 
www.gensas.org:8080, 200, 200, 3, 
10.25.39.54:8010, 23, 23, 1, 
neo.snubi.org:50080, 1, 1, 1, 
furlongweb2.embl.de, 79, 79, 1, 
127.0.0.1:8090, 2, 2, 1, 
angiosperms.org, 99, 99, 12, 
localhost:8010, 431, 431, 2, 
genome.monarchinitiative.org, 124, 124, 24, 
if-plp-haustorium2.ad.ufl.edu, 204, 204, 4, 
thehive.otago.ac.nz:8080, 81, 81, 7, 
proteinmodelling-server.swansea.ac.uk, 69, 69, 1, 
ec2-54-86-197-211.compute-1.amazonaws.com, 19, 19, 4, 
ec2-54-166-126-77.compute-1.amazonaws.com, 6, 6, 2, 
ec2-54-204-146-129.compute-1.amazonaws.com, 8, 8, 2, 
www.google.com, 2, 2, 2, 
plvpatharch1.mskcc.org, 95, 95, 4, 
simrbasedev:8080, 1, 1, 1, 
ec2-54-158-132-168.compute-1.amazonaws.com, 2, 2, 1, 
10.189.28.143:8000, 2, 2, 1, 
fox.rgd.mcw.edu:8080, 8, 8, 1, 
ivis-dev.corp.personalis.com:8010, 18, 18, 2, 
54.71.7.85, 1, 1, 1, 
localhost:1337, 274, 274, 7, 
192.168.101.121, 2, 2, 1, 
192.168.7.11:8080, 87, 87, 2, 
10.64.1.16, 7, 7, 1, 
124.17.27.143:8080, 20, 20, 2, 
galaxy-1, 53, 53, 1, 
ccmsr.d51.lilly.com, 1, 1, 1, 
10.91.253.33, 1, 1, 1, 
rpbuvgalaxyd.ple.roche.com:8080, 68, 68, 2, 
will_mckinley_laptop.corp.personalis.com:8081, 84, 84, 2, 
190.146.235.57, 6, 6, 1, 
10.10.20.34, 17, 17, 1, 
122.205.72.236:8080, 23, 23, 4, 
192.168.11.12, 31, 31, 1, 
10.42.0.5:9090, 7, 7, 2, 
130.211.127.130, 22, 22, 2, 
mimi, 48, 48, 6, 
117.17.178.179, 15, 15, 2, 
ibs-andys-ux3:8888, 1, 1, 1, 
www.binypa.pe.kr, 26, 26, 6, 
192.168.1.96:8080, 3, 3, 1, 
ceres.snu.ac.kr:9991, 327, 327, 6, 
tea, 11, 11, 1, 
lxwsdkc017.phibred.com:8080, 97, 97, 4, 
192.168.100.61, 42, 42, 2, 
124.124.70.234, 1, 1, 1, 
gdcsrv1.ethz.ch:8080, 18, 18, 3, 
129.132.221.28:8080, 11, 11, 3, 
ivis-dev.corp.personalis.com:8081, 128, 128, 4, 
galaxy.ple.roche.com:8080, 47, 47, 2, 
arcprds.enhnet.org, 13, 13, 1, 
10.55.12.78, 5, 5, 1, 
ssl.biomax.de:8810, 45, 45, 13, 
pan, 15, 15, 1, 
informatics-prod.int.janelia.org, 1, 1, 1, 
0.0.0.0:8080, 9, 9, 1, 
114.242.245.42:8080, 174, 174, 1, 
10.124.51.113:8088, 5, 5, 1, 
192.168.76.54:8080, 99, 99, 5, 
test.sb-roscoff.fr, 393, 393, 6, 
xenbase-bio1.ucalgary.ca, 36, 36, 2, 
phantomjscloud.com, 2, 2, 1, 
10.2.39.238, 12, 12, 7, 
adguard.com, 1, 1, 1, 
vollbrecht-jbrowse.gdcb.iastate.edu, 18, 18, 2, 
35.8.203.97, 2, 2, 1, 
hiro.cs.nmsu.edu:8083, 76, 76, 16, 
ec2-54-173-118-70.compute-1.amazonaws.com, 1, 1, 1, 
ec2-54-237-192-140.compute-1.amazonaws.com, 19, 19, 1, 
ec2-54-158-209-12.compute-1.amazonaws.com, 18, 18, 1, 
ec2-54-208-154-28.compute-1.amazonaws.com, 15, 15, 1, 
ec2-54-209-16-254.compute-1.amazonaws.com, 20, 20, 1, 
ec2-54-242-93-255.compute-1.amazonaws.com, 16, 16, 1, 
ec2-52-91-78-14.compute-1.amazonaws.com, 25, 25, 1, 
ec2-54-242-247-5.compute-1.amazonaws.com, 19, 19, 1, 
ec2-54-159-169-10.compute-1.amazonaws.com, 21, 21, 1, 
ec2-54-237-168-149.compute-1.amazonaws.com, 15, 15, 1, 
ec2-54-237-180-128.compute-1.amazonaws.com, 17, 17, 1, 
ec2-54-237-195-135.compute-1.amazonaws.com, 25, 25, 1, 
ec2-54-174-154-245.compute-1.amazonaws.com, 25, 25, 1, 
ec2-52-87-229-196.compute-1.amazonaws.com, 16, 16, 1, 
ec2-54-237-250-160.compute-1.amazonaws.com, 16, 16, 1, 
ec2-54-211-59-227.compute-1.amazonaws.com, 16, 16, 1, 
ec2-54-242-84-10.compute-1.amazonaws.com, 14, 14, 1, 
ec2-54-237-197-31.compute-1.amazonaws.com, 15, 15, 1, 
ec2-54-242-245-209.compute-1.amazonaws.com, 18, 18, 1, 
ec2-54-242-88-114.compute-1.amazonaws.com, 12, 12, 1, 
ec2-54-236-152-124.compute-1.amazonaws.com, 5, 5, 1, 
ec2-54-237-222-182.compute-1.amazonaws.com, 17, 17, 1, 
ec2-54-226-69-195.compute-1.amazonaws.com, 12, 12, 1, 
ec2-54-158-125-50.compute-1.amazonaws.com, 41, 41, 1, 
5bc1fb5b.ngrok.io, 1, 1, 1, 
wikigenomes.org, 735, 735, 165, 
musaceae.plantbiology.msu.edu, 138, 138, 3, 
10.41.9.110, 16, 16, 2, 
52.221.233.249:8032, 6, 6, 2, 
bioview.nl, 6, 6, 1, 
10.200.55.55, 84, 84, 1, 
icebox.lbl.gov:8080, 2, 2, 2, 
bd.lisanwanglab.org, 38, 38, 4, 
cprd.digitalhealthlabs.com, 5, 5, 2, 
10.1.1.51, 4, 4, 1, 
localhost:6802, 21, 21, 1, 
tripal.feilab.net, 796, 796, 14, 
192.168.0.3, 3, 3, 1, 
mardianws, 3, 3, 2, 
10.68.130.230, 5, 5, 1, 
133.48.58.6:8080, 544, 544, 2, 
86.50.170.165:9001, 1, 1, 1, 
localhost:8886, 6, 6, 1, 
cuarchp.ucdenver.pvt, 133, 133, 4, 
ec2-35-160-176-168.us-west-2.compute.amazonaws.com, 2, 2, 1, 
icugi3.feilab.net, 154, 154, 3, 
35.160.176.168, 1, 1, 1, 
ec2-52-64-198-214.ap-southeast-2.compute.amazonaws.com, 2, 2, 2, 
ec2-52-62-166-89.ap-southeast-2.compute.amazonaws.com, 1, 1, 1, 
ec2-52-64-182-170.ap-southeast-2.compute.amazonaws.com, 4, 4, 2, 
10.189.144.111:8000, 2, 2, 1, 
137.187.60.153, 1, 1, 1, 
dgzblmr.solgenomics.net, 2, 2, 2, 
192.168.1.220:9996, 19, 19, 1, 
10.189.140.221:8000, 2, 2, 1, 
x-apps-staging.platomics.com, 1, 1, 1, 
152.7.99.249, 286, 286, 16, 
www.serioladb.org, 105, 105, 29, 
genomes.stowers.org:8080, 823, 823, 5, 
192.168.1.220:10001, 23, 23, 1, 
86.50.170.165:9037, 1, 1, 1, 
apollo02:8081, 13, 13, 1, 
ec2-52-63-181-136.ap-southeast-2.compute.amazonaws.com, 76, 76, 14, 
ec2-35-161-56-30.us-west-2.compute.amazonaws.com, 1, 1, 1, 
ec2-35-160-146-100.us-west-2.compute.amazonaws.com, 1, 1, 1, 
115.146.91.83:9650, 5, 5, 1, 
vm-galaxy-preprod.toulouse.inra.fr, 19, 19, 3, 
parasitoids.labs.vu.nl, 103, 103, 30, 
dev02.platomics.com, 4, 4, 1, 
ec2-52-63-255-136.ap-southeast-2.compute.amazonaws.com, 2, 2, 2, 
115.146.91.83, 5, 5, 1, 
10.41.4.6:5000, 16, 16, 3, 
seeders.iptime.org:6280, 71, 71, 6, 
lxwsdkc002.phibred.com, 2, 2, 1, 
mug1.mmb.pcb.ub.es, 1, 1, 1, 
bngs05b.uzbrussel.be, 9, 9, 1, 
ec2-35-160-186-200.us-west-2.compute.amazonaws.com, 4, 4, 2, 
192.168.1.13, 6, 6, 1, 
ec2-54-172-42-129.compute-1.amazonaws.com, 17, 17, 5, 
115.146.89.73, 1, 1, 1, 
10.47.117.110, 27, 27, 1, 
desa.dreamgenics.com, 1, 1, 1, 
172.16.64.128, 30, 30, 2, 
apollo02:8443, 95, 95, 1, 
localhost:32130, 79, 79, 1, 
119.15.169.70, 220, 220, 6, 
projects.sbri.org, 1, 1, 1, 
lipm-browsers.toulouse.inra.fr, 505, 505, 68, 
129.93.136.116, 6, 6, 3, 
vm64-36.iplantcollaborative.org, 5, 5, 3, 
ec2-54-198-161-223.compute-1.amazonaws.com, 14, 14, 1, 
43.240.99.181, 9, 9, 3, 
192.168.0.110, 4, 4, 1, 
172.28.1.191:1002, 14, 14, 1, 
192.168.1.220:8000, 7, 7, 1, 
133.26.84.168, 706, 706, 4, 
1.164.142.198:3303, 8, 8, 2, 
vm64-24.iplantcollaborative.org, 1, 1, 1, 
peanutbase-dev.agron.iastate.edu, 32, 32, 5, 
10.55.12.87, 1, 1, 1, 
61.130.10.146:8009, 6, 6, 1, 
192.168.1.220:8003, 1, 1, 1, 
10.0.0.3, 52, 52, 2, 
10.71.115.70, 1271, 1271, 22, 
120.24.6.223:8080, 1, 1, 1, 
192.168.100.10, 2, 2, 1, 
195.251.21.101, 89, 89, 5, 
tripalb.feilab.net, 8, 8, 1, 
120.24.6.223:8088, 12, 12, 2, 
172.17.34.21:1002, 136, 136, 18, 
54.154.168.170, 1, 1, 1, 
jbrowsevar.renlab.org, 708, 708, 11, 
172.16.2.210:8443, 2, 2, 1, 
172.16.2.210:8080, 19, 19, 1, 
sinin.kps.ku.ac.th, 16, 16, 4, 
158.108.145.57, 4, 4, 1, 
158.108.145.124, 2, 2, 2, 
158.108.145.63, 1, 1, 1, 
129.186.138.19:8080, 18, 18, 3, 
192.168.2.4, 70, 70, 2, 
127.0.0.1:9999, 3, 3, 1, 
jbrowse.lisanwanglab.org, 244, 244, 10, 
193.166.24.136:10053, 4, 4, 1, 
rtpdevcong, 29, 29, 1, 
132.236.156.168, 1, 1, 1, 
192.168.56.11, 1, 1, 1, 
ec2-54-84-103-103.compute-1.amazonaws.com:8080, 2, 2, 1, 
68.190.87.26, 18, 18, 4, 
show.genebang.com, 90, 90, 14, 
lipm-sso.toulouse.inra.fr, 1, 1, 1, 
10.80.131.10:9080, 5, 5, 1, 
usav1svgend02:8080, 2, 2, 2, 
133.48.33.233, 27, 27, 4, 
10.41.9.110:3000, 19, 19, 4, 
61.130.10.146, 2, 2, 1, 
192.168.1.68, 1, 1, 1, 
ec2-54-165-168-67.compute-1.amazonaws.com, 65, 65, 3, 
jbrowse.usav1svgend02.ambrygenetics.local, 69, 69, 2, 
128.196.64.103, 7, 7, 7, 
vm64-103.iplantcollaborative.org, 1, 1, 1, 
35.162.222.61, 1, 1, 1, 
vm188031-genetik.hosting.uni-hannover.de:1234, 1, 1, 1, 
vm188031-genetik.hosting.uni-hannover.de:2342, 16, 16, 6, 
ec2-54-93-114-65.eu-central-1.compute.amazonaws.com, 1, 1, 1, 
52.54.120.19:1337, 32, 32, 9, 
220.137.194.225:3303, 1, 1, 1, 
10.0.0.2, 53, 53, 1, 
192.168.13.130:8080, 7, 7, 1, 
10.20.2.26:8081, 37, 37, 3, 
rgd.mcw.edu.s2.gvirabi.com, 3, 3, 1, 
202.120.224.83:8081, 31, 31, 7, 
localhost:8094, 76, 76, 9, 
172.20.20.245, 19, 19, 2, 
galaxy-tut.genome.edu.au, 2, 2, 2, 
ec2-54-93-163-165.eu-central-1.compute.amazonaws.com, 2, 2, 1, 
phyzen.com, 3, 3, 1, 
ceres.snu.ac.kr:9992, 136, 136, 4, 
192.168.2.3, 8, 8, 1, 
ec2-54-93-97-212.eu-central-1.compute.amazonaws.com, 17, 17, 4, 
59.79.248.93, 24, 24, 5, 
ec2-52-59-235-151.eu-central-1.compute.amazonaws.com, 8, 8, 2, 
ec2-54-93-95-212.eu-central-1.compute.amazonaws.com, 16, 16, 2, 
ec2-52-59-218-230.eu-central-1.compute.amazonaws.com, 9, 9, 3, 
ec2-54-93-65-224.eu-central-1.compute.amazonaws.com, 4, 4, 3, 
ec2-52-59-242-182.eu-central-1.compute.amazonaws.com, 7, 7, 3, 
bmi.xmu.edu.cn:8888, 6, 6, 1, 
133.6.22.11, 50, 50, 7, 
129.194.89.207:8080, 62, 62, 24, 
172.24.123.154, 6, 6, 2, 
10.22.58.208, 2, 2, 1, 
vre.multiscalegenomics.eu, 41, 41, 4, 
10.0.53.138, 73, 73, 2, 
localhost:63343, 28, 28, 4, 
192.168.100.64, 42, 42, 2, 
219.217.203.35, 1, 1, 1, 
10.1.108.144, 41, 41, 1, 
course.ice.mpg.de, 12, 12, 1, 
192.168.0.9, 4, 4, 1, 
ava4.usav1svgend02.ambrygenetics.local, 445, 445, 3, 
dev.rebuildingakidney.org, 1, 1, 1, 
192.168.112.133:8080, 8, 8, 1, 
192.168.100.161, 25, 25, 1, 
rtpdevcong.na.agrogroup.net, 14, 14, 1, 
ec2-35-160-224-189.us-west-2.compute.amazonaws.com, 2, 2, 1, 
rcf.usc.edu, 27, 27, 1, 
edge-prod.lanl.gov, 13, 13, 2, 
jbrowse.bioinformatics.danforthcenter.org, 75, 75, 18, 
192.168.1.7, 16, 16, 2, 
192.168.112.134:8080, 1, 1, 1, 
10.96.114.73:8301, 19, 19, 2, 
35.161.85.45, 5, 5, 2, 
bldr-tst-analysis-11, 5, 5, 1, 
133.11.2.36:8080, 1, 1, 1, 
133.26.84.76, 1, 1, 1, 
192.168.211.223, 254, 254, 5, 
172.16.10.33:8888, 303, 303, 1, 
193.166.24.75, 129, 129, 12, 
140.109.29.166, 27, 27, 2, 
ts41, 17, 17, 2, 
ec2-54-146-131-119.compute-1.amazonaws.com, 2, 2, 1, 
genome.setac.org, 52, 52, 12, 
di-archer.di.uq.edu.au, 1, 1, 1, 
192.168.6.128, 16, 16, 1, 
sgt.cnag.cat, 68, 68, 13, 
kona-tmp.nhgri.nih.gov, 5, 5, 2, 
158.109.126.93:9002, 4, 4, 1, 
134.94.65.27, 3, 3, 2, 
biowebdev04.nhgri.nih.gov, 11, 11, 4, 
jbrowsedev.com:1337, 693, 693, 10, 
172.20.20.245:8080, 58, 58, 1, 
43.240.99.29, 1, 1, 1, 
homestead.faire-dash, 141, 141, 4, 
nosil1.sheffield.ac.uk, 4, 4, 1, 
hyena:8081, 1, 1, 1, 
latte.nhgri.nih.gov, 251, 251, 14, 
199.133.225.12, 3, 3, 1, 
192.168.50.77, 14, 14, 2, 
192.168.56.2, 12, 12, 2, 
141.40.254.64:8080, 9, 9, 1, 
192.168.2.98, 1, 1, 1, 
172.17.246.179, 2, 2, 1, 
146.118.102.247, 9, 9, 5, 
146.118.102.248, 9, 9, 4, 
bubhub.bumc.bu.edu, 43, 43, 8, 
158.109.126.93, 68, 68, 3, 
172.20.20.16:2225, 1, 1, 1, 
ice-alpha.integragen.com, 33, 33, 6, 
mega0.sysbiol.private.cam.ac.uk, 2, 2, 1, 
nveicre.solgenomics.net, 1, 1, 1, 
test.hurwitzlab.org, 6, 6, 3, 
ftp.sgn.cornell.edu, 1, 1, 1, 
dmf24.dev.orchestraweb.med.harvard.edu, 3, 3, 1, 
apple, 3, 3, 1, 
10.1.10.168:8080, 6, 6, 1, 
zsosvjh.solgenomics.net, 2, 2, 2, 
43.240.99.47, 4, 4, 1, 
43.240.99.41, 2, 2, 1, 
43.240.99.39, 1, 1, 1, 
43.240.96.204, 3, 3, 1, 
43.240.96.179, 1, 1, 1, 
43.240.99.40, 5, 5, 1, 
43.240.96.244, 1, 1, 1, 
43.240.99.32, 8, 8, 3, 
43.240.96.238, 7, 7, 2, 
43.240.99.31, 3, 3, 1, 
43.240.96.229, 6, 6, 1, 
43.240.96.243, 1, 1, 1, 
43.240.99.43, 3, 3, 1, 
43.240.96.201, 6, 6, 1, 
43.240.96.227, 8, 8, 4, 
43.240.96.199, 8, 8, 1, 
43.240.96.19, 3, 3, 1, 
43.240.96.183, 5, 5, 1, 
192.168.188.118, 1, 1, 1, 
130.56.254.145, 4, 4, 2, 
130.56.254.135, 2, 2, 1, 
192.168.20.200, 448, 448, 8, 
eschscholzia.kazusa.or.jp, 57, 57, 14, 
124.16.129.16:9612, 377, 377, 11, 
172.20.20.16:2227, 104, 104, 1, 
141.244.40.197, 1, 1, 1, 
ec2-35-160-94-72.us-west-2.compute.amazonaws.com, 1, 1, 1, 
xodjudj.solgenomics.net, 1, 1, 1, 
192.168.1.200:8080, 13, 13, 1, 
119.15.169.71, 27, 27, 4, 
146.118.102.240, 5, 5, 1, 
10.96.114.93:8301, 5, 5, 2, 
146.118.102.27, 5, 5, 4, 
localhost:82, 2, 2, 1, 
int-cowpea.org:82, 57, 57, 20, 
146.118.102.250, 14, 14, 4, 
146.118.102.245, 7, 7, 4, 
146.118.102.241, 4, 4, 1, 
146.118.102.251, 3, 3, 2, 
146.118.102.29, 17, 17, 1, 
146.118.102.242, 17, 17, 6, 
146.118.102.255, 1, 1, 1, 
146.118.102.252, 8, 8, 6, 
146.118.102.249, 10, 10, 4, 
146.118.102.26, 4, 4, 4, 
146.118.102.244, 9, 9, 1, 
146.118.102.28, 4, 4, 1, 
p00201:8080, 15, 15, 1, 
p00201:8443, 168, 168, 1, 
146.118.102.3, 4, 4, 2, 
146.118.102.246, 8, 8, 4, 
rstats.immgen.org, 1, 1, 1, 
10.22.58.236, 78, 78, 1, 
127.0.0.1:50743, 17, 17, 2, 
elrh6gene01.dow.com, 7, 7, 2, 
127.0.0.1:60387, 2, 2, 2, 
axtell-web.science.psu.edu, 306, 306, 4, 
halcott.cshl.edu, 1, 1, 1, 
data.maizecode.org, 3, 3, 3, 
146.118.102.30, 2, 2, 1, 
146.118.102.253, 2, 2, 1, 
ec2-35-162-79-87.us-west-2.compute.amazonaws.com, 23, 23, 3, 
apple.nwafu.edu.cn, 35, 35, 8, 
