,1322951
133.55.114.223,13
localhost:2301,13
192.168.0.4,13
by-oncgeex:3000,13
apps.araport.org,13
192.168.66.120:8082,13
ec2-54-254-202-223.ap-southeast-1.compute.amazonaws.com,13
ec2-54-254-223-134.ap-southeast-1.compute.amazonaws.com,13
54.84.186.57,13
10.88.36.43:4009,13
yellow,13
ec2-54-197-203-73.compute-1.amazonaws.com,13
compgenomics.utsa.edu,13
10.10.16.253:8091,13
192.241.183.82,13
66.175.214.130,13
10.0.0.174,13
172.16.112.126,13
10.207.4.131,13
77.235.253.122:8080,13
218.188.108.77,13
gdb.insilicogen.com,13
192.168.1.222,13
192.168.137.198,13
ec2-54-212-219-156.us-west-2.compute.amazonaws.com,13
138.37.58.105:8080,13
ec2-54-204-140-85.compute-1.amazonaws.com,13
192.168.128.199,13
tgsol.seeders.co.kr,13
ves-hx-62:8200,13
localhost:18012,13
gmod.ncgas.indiana.edu:8080,13
10.176.253.69,13
ec2-54-173-56-175.compute-1.amazonaws.com,13
vm64-140.iplantcollaborative.org,13
ec2-54-164-13-128.compute-1.amazonaws.com,13
ec2-54-193-194-220.us-west-1.compute.amazonaws.com,13
xdhofs2.local,13
54.68.132.108:8080,13
gilligan1:9292,13
10.64.16.32,13
141.244.40.218:10004,13
10.10.212.154:5000,13
172.28.1.113:1111,13
61.130.10.146:8008,13
120.25.220.32:9988,13
asm07.c01.l.synthgeno.global:9090,13
ec2-54-153-15-107.us-west-1.compute.amazonaws.com,13
test.ibinom.com:8889,13
hanusch-staging.platomics.com,13
172.31.35.130,13
192.168.3.23,13
tu06.fralin.vt.edu:8080,13
localhost:12345,13
uabopsqa.pdx.aws,13
192.168.78.128:1339,13
scatool01.takeda.co.jp,13
92.222.82.29,13
10.200.131.25,13
52.39.58.132,13
170.212.222.50,13
172.20.20.233,13
10.1.10.23:8080,13
www.niagads.org:8444,13
10.193.36.196,13
138.253.197.178,13
joernspc.charite.de,13
soichi7.ppa.iu.edu,13
arcprds.enhnet.org,13
apollo02:8081,13
edge-prod.lanl.gov,13
192.168.1.200:8080,13
140.109.29.91:5438,13
50.16.31.31,12
ec2-23-22-160-183.compute-1.amazonaws.com,12
ec2-50-19-193-234.compute-1.amazonaws.com,12
ec2-184-73-69-84.compute-1.amazonaws.com,12
snobin.com,12
www.hymenopteragenome.org:8080,12
128.120.224.76,12
virtualplant.bio.puc.cl,12
192.168.2.55,12
192.168.111.239,12
10.1.251.29,12
www.virtualmachine.com,12
172.16.5.3,12
ec2-54-227-150-9.compute-1.amazonaws.com,12
ec2-54-226-147-45.compute-1.amazonaws.com,12
ec2-23-23-21-25.compute-1.amazonaws.com,12
139.124.153.55,12
182.162.88.36,12
205.76.201.229,12
192.168.1.93:8000,12
ngspipelines.toulouse.inra.fr:9013,12
192.169.1.193,12
sgn-build-64.sgn.cornell.edu,12
10.88.36.213:4003,12
t.patricbrc.org,12
wvichadotest.driscolls.com:8080,12
tetrahymena.jcvi.org:8280,12
182.162.88.53:8080,12
vm-apollo.cgrb.oregonstate.edu:8080,12
54.85.103.38:4003,12
ec2-54-81-6-248.compute-1.amazonaws.com,12
54.208.168.30,12
ec2-54-86-193-245.compute-1.amazonaws.com,12
ec2-54-86-244-75.compute-1.amazonaws.com,12
ec2-107-22-0-35.compute-1.amazonaws.com,12
106.187.96.208,12
ec2-54-88-47-224.compute-1.amazonaws.com,12
10.88.36.67:4002,12
grimlock.ceh.uvic.ca,12
repo.wasmuthlab.org,12
bbcsrv2.biotech.uconn.edu:8080,12
pipeline-dev.dnalc.org,12
183.175.59.107:8788,12
10.10.213.58,12
130.238.63.8,12
128.206.129.7,12
localhost:11080,12
172.20.20.211,12
ulbcenter-06-b13.it-servers.louisville.edu,12
n4-189-15.icb.ufmg.br:8585,12
128.104.239.218,12
cpt.tamu.edu:8086,12
128.196.64.131,12
54.145.186.198,12
phytozome-test.jgi.doe.gov,12
ngspipelines2.toulouse.inra.fr:9004,12
10.20.2.26.,12
ngspipelines2.toulouse.inra.fr:9005,12
202.116.74.192,12
seabassgb-dev,12
192.168.1.130,12
10.55.60.82,12
belen:8080,12
ec2-52-6-11-141.compute-1.amazonaws.com,12
montastraea.psu.edu:8085,12
77.235.255.96,12
ec2-52-23-195-44.compute-1.amazonaws.com,12
192.168.50.48,12
10.10.70.165,12
192.168.79.36,12
miseq.korea.ac.kr:8080,12
10.233.188.78,12
192.168.0.6:8085,12
52.91.53.30:8080,12
vm64-238.iplantcollaborative.org,12
integromics-time.com,12
head-prod,12
202.116.161.95,12
192.168.1.9:3000,12
vm65-163.iplantcollaborative.org,12
demo.digitalhealthlabs.com:8443,12
bigyo,12
genomics.digitalhealthlabs.com,12
www.yeastgenome.com,12
galaxydev.sb-roscoff.fr,12
lbgi.fr,12
192.168.99.100:32772,12
ec2-54-197-22-148.compute-1.amazonaws.com,12
sxjbrowsex64d.biogemma.fr,12
203.201.62.93,12
maupiti,12
10.240.3.49,12
ec2-52-90-133-25.compute-1.amazonaws.com,12
ec2-54-172-183-196.compute-1.amazonaws.com,12
ec2-54-84-248-49.compute-1.amazonaws.com,12
192.168.202.4,12
127.0.0.1:6894,12
192.168.139.128,12
10.2.39.238,12
ec2-54-242-88-114.compute-1.amazonaws.com,12
ec2-54-226-69-195.compute-1.amazonaws.com,12
120.24.6.223:8088,12
course.ice.mpg.de,12
192.168.56.2,12
10.22.58.236,12
172.16.0.173:8085,12
10.188.181.100,12
158.109.126.93:9003,12
172.16.66.143,12
192.168.20.90,12
kaiko.nig.ac.jp,12
147.99.108.61:9000,11
www4a.biotec.or.th,11
rd-cpbdev.app.pmi,11
stornext7.hgsc.bcm.edu,11
webapollo-dev.jcvi.org:8090,11
citrusgenn.bioinfo.cipf.es,11
115.146.94.245,11
10.30.3.12,11
ec2-50-19-134-107.compute-1.amazonaws.com:8080,11
ec2-54-235-18-55.compute-1.amazonaws.com:8080,11
118.138.243.32:8080,11
garfield2.dobzhanskycenter.ru,11
gene.cqu.edu.cn,11
192.168.4.144:8088,11
bradbury.informatics.indiana.edu,11
dev.oncogenomicsexplorer.com,11
192.168.107.10:8080,11
ec2-54-197-167-89.compute-1.amazonaws.com,11
192.168.20.120,11
ngspipelines.toulouse.inra.fr:9019,11
ec2-54-81-101-63.compute-1.amazonaws.com,11
workspace.test.biodt.org,11
gmod.acpfg.local,11
cardamom-nat.bcm.umontreal.ca,11
ix.bi.up.ac.za:8081,11
jiaolab.genetics.ac.cn,11
66.23.117.215:3000,11
ec2-54-82-203-210.compute-1.amazonaws.com,11
ec2-54-86-230-214.compute-1.amazonaws.com,11
ec2-54-196-179-97.compute-1.amazonaws.com,11
141.106.232.88:8080,11
ec2-54-85-20-9.compute-1.amazonaws.com,11
gbcs.embl.de,11
10.10.16.253:8088,11
edge-lugar:8080,11
131.220.75.86,11
dellhome.biotech.iastate.edu,11
10.26.25.4,11
172.16.179.177,11
magilla.ba.itb.cnr.it,11
10.74.186.113,11
icebox.lbl.gov:8090,11
10.220.40.182,11
brassica,11
130.241.158.91,11
192.168.225.135,11
localhost:8005,11
10.120.136.230,11
192.168.1.97,11
bart.wurnet.nl,11
ngspipelines2.toulouse.inra.fr:9002,11
192.168.34.109,11
cpt.tamu.edu:12345,11
como.systemsbiology.net,11
use.t-bioinfo.com:3000,11
192.168.100.153,11
ec2-54-184-204-3.us-west-2.compute.amazonaws.com,11
54.149.175.217,11
ec2-52-21-45-196.compute-1.amazonaws.com,11
researchfrontier.zetilab.org,11
ec2-52-88-141-191.us-west-2.compute.amazonaws.com,11
54.174.246.189,11
biowebdev02.nhgri.nih.gov,11
science-vs62.science.uu.nl,11
bio-dev-jbrowse,11
128.196.64.206,11
ec2-54-173-251-79.compute-1.amazonaws.com,11
127.0.0.1:6143,11
192.168.1.49:8080,11
service.dev.awsv.l.synthgeno.global,11
fgcz-s-039.uzh.ch,11
127.0.0.1:8082,11
192.168.50.234,11
scps.scu.edu.au,11
ec2-54-219-87-212.us-west-1.compute.amazonaws.com,11
fornax.mskcc.org,11
watson.plantphys.umu.se:8250,11
augnuga.pw.usda.gov,11
lipmcinfosc:1977,11
10.230.9.219,11
140.120.203.103:5438,11
54.210.225.43,11
192.168.1.203:8080,11
10.0.53.136,11
ec2-54-208-169-42.compute-1.amazonaws.com,11
www.animalgenome.org,11
s1.accurascience.com,11
10.122.251.40,11
jbrowse.johnburch.co.uk,11
ec2-54-175-18-130.compute-1.amazonaws.com,11
54.235.230.202,11
tea,11
129.132.221.28:8080,11
biowebdev04.nhgri.nih.gov,11
10.30.100.200:40008,11
116.6.107.41,11
syntheticyeastresource.com:13080,11
192.168.1.72,11
work.dev,11
35.163.217.217:8080,11
test.ibinom.com:8084,11
analysis23.bxgenomics.com,11
156.56.96.218,10
dh198180.sbs.liv.ac.uk,10
82.51.230.44,10
ec2-107-20-118-13.compute-1.amazonaws.com,10
172.141.127.22,10
rckgxf0005.brel.local,10
10.101.120.116,10
ngspipelines.toulouse.inra.fr:9001,10
127.0.01,10
ngspipelines.toulouse.inra.fr:9005,10
www.genomecomputingcentre.com,10
genoweb,10
hms2.szukacz.pl,10
jbrowse.olifant.cscdom.csc.mrc.ac.uk,10
ec2-184-73-130-103.compute-1.amazonaws.com,10
128.146.132.147,10
10.23.3.131,10
10.5.0.195,10
ec2-54-234-106-21.compute-1.amazonaws.com,10
seq-analysis.counsyl.com,10
10.4.19.38,10
118.138.241.203:8080,10
118.138.241.175:8080,10
ec2-54-234-120-234.compute-1.amazonaws.com,10
ec2-54-242-132-119.compute-1.amazonaws.com,10
192.168.2.126,10
sewall.bio.temple.edu:8080,10
172.16.4.12,10
ec2-54-221-60-87.compute-1.amazonaws.com,10
biome.life.uiuc.edu,10
croesel,10
192.168.1.68:8080,10
10.45.2.78:10000,10
192.168.37.128,10
biohub,10
gmod-prod.nal.usda.gov:8080,10
130.239.4.42:8085,10
127.0.0.1:2000,10
21lab.ucsd.edu,10
jbrowse2.insilicogen.com,10
130.239.4.42:8105,10
130.239.4.42:8102,10
cancer.dev.sanger.ac.uk,10
msc.bc.ic.ac.uk,10
treta.patil.embl.de,10
172.16.22.36,10
54.85.161.70,10
ec2-54-80-27-112.compute-1.amazonaws.com,10
10.88.33.44:4002,10
192.168.1.11,10
192.168.0.118,10
localhost:8033,10
127.0.0.1:9090,10
10.0.1.21,10
10.85.10.191:8080,10
172.20.20.226,10
10.50.15.90,10
www.pxlence.com,10
discern.uits.iu.edu:8830,10
10.120.136.220,10
argonaute:8888,10
giweb.dev,10
cpt.tamu.edu:8000,10
webblast,10
10.22.55.171,10
ec2-52-13-55-141.us-west-2.compute.amazonaws.com:8080,10
www4.ngl-science.com,10
192.168.25.177,10
104.155.219.95,10
10.10.20.76,10
kkumar-wp2.dhcp.bhsai.net:8080,10
dbsecsys2.bhsai.org,10
ec2-52-3-21-65.compute-1.amazonaws.com,10
52.88.213.30:8080,10
10.73.8.199,10
54.94.193.243:8080,10
webapollo-pre.vectorbase.org:8080,10
54.207.106.136:8080,10
gregory-jbrowse.sas.upenn.edu,10
192.168.0.11:8085,10
asm08.c01.l.synthgeno.global:9090,10
localhost:8072,10
147.49.40.45,10
ec2-52-53-249-189.us-west-1.compute.amazonaws.com,10
gen200.imb-jena.de,10
localhost:9010,10
192.168.80.231,10
mmb.pcb.ub.edu,10
192.168.99.101:8080,10
104.236.15.5,10
172.16.0.173:8081,10
jbrowse-aws.yeastgenome.org,10
0.0.0.0:6002,10
fahcopsqa.pdx.aws,10
taro-no-mac-mini.local:8080,10
5.28.62.148,10
125.217.165.26,10
ec2-107-23-252-27.compute-1.amazonaws.com,10
133.11.2.86:8080,10
dev.jbrowse.mcmaster.ca,10
www.imtech.res.in,10
10.0.7.235,10
211.69.128.148:8087,10
ec2-54-243-7-27.compute-1.amazonaws.com,10
browser.ryantaylor.net,10
192.168.20.27,10
solcys.solgenomics.net,10
dev.flybase.org,10
192.168.1.99,10
172.20.20.247,10
117.78.46.212,10
172.20.20.239,10
172.16.90.12,10
146.118.102.249,10
10.10.20.130,10
172.24.105.32,10
192.168.2.13,10
bioinfo.konkuk.ac.kr,10
core.bioinformatics.udel.edu,10
0.0.0.0,9
ec2-23-20-149-159.compute-1.amazonaws.com,9
ec2-107-20-3-198.compute-1.amazonaws.com,9
tifndb.cmbi.ru.nl,9
ngspipelines.toulouse.inra.fr:9006,9
ngspipelines.toulouse.inra.fr:9050,9
172.16.63.190:8080,9
146.155.217.121,9
nlfijweb01,9
ec2-184-73-71-245.compute-1.amazonaws.com:8080,9
gw66.iu.xsede.org,9
ngspipelines-sigenae.toulouse.inra.fr:9056,9
web.locusdev.net,9
192.168.0.101,9
10.75.28.13,9
172.26.139.10,9
apps:8097,9
sangenixbeta.persistent.co.in,9
129.67.25.36:8080,9
192.168.8.200:4003,9
192.168.8.78:4003,9
ec2-54-255-129-58.ap-southeast-1.compute.amazonaws.com,9
ec2-54-254-200-233.ap-southeast-1.compute.amazonaws.com,9
wb06-01.dna.affrc.go.jp,9
gbr3.jax.org,9
172.22.220.62,9
login-inb.bsc.es,9
test.site,9
ec2-54-208-117-123.compute-1.amazonaws.com,9
10.11.17.46,9
192.168.154.128:8080,9
arabidopsis.hutton.ac.uk,9
leopold.iplantcollaborative.org,9
131.211.51.73,9
10.211.55.5,9
61.152.171.124,9
137.224.217.154:8080,9
fatnode_vpn,9
192.168.20.247:8080,9
omics.informatics.indiana.edu,9
10.0.1.118,9
bioinfmgmt.helmholtz-hzi.de,9
210.73.40.178,9
ec2-54-81-255-106.compute-1.amazonaws.com,9
192.168.0.103,9
rainwala.org,9
ec2-54-183-105-55.us-west-1.compute.amazonaws.com,9
192.168.31.212:9000,9
epigenetiks.cloudrain.org,9
116.6.107.16,9
192.168.149.187,9
ngspipelines2.toulouse.inra.fr:9001,9
localhost:3010,9
172.20.20.13,9
52.25.42.161,9
ec2-52-12-194-89.us-west-2.compute.amazonaws.com:8080,9
172.16.113.217,9
192.168.50.83,9
202.195.255.142,9
192.168.120.2,9
ec2-54-147-195-210.compute-1.amazonaws.com,9
cola.memphis.edu,9
186.217.131.194,9
192.168.110.146,9
ngspipelines2.toulouse.inra.fr:9006,9
130.60.200.50:8080,9
10.26.27.92,9
bert,9
192.168.56.162,9
54.174.149.136:8080,9
10.120.138.58:8301,9
10.137.164.44:8080,9
10.43.32.172:8301,9
webapollo2.vectorbase.org:8080,9
192.168.2.11:8008,9
172.32.129.53:8080,9
192.168.50.184,9
192.168.50.186,9
52.27.125.79,9
10.161.68.83,9
193.200.1.27,9
dev.coffee-genome-http.org,9
stage.palm-genome-http.cirad.fr,9
uc1f-bioinfocloud-biotool-dev.sial.com,9
sjlsd0004,9
172.28.1.201:1337,9
dev.plabipd.de,9
genannot.brc.hu,9
192.168.78.132:1339,9
hal012.ad62.riken.go.jp:10910,9
biominer.bime.ntu.edu.tw,9
192.168.99.101,9
www.lncrna.info,9
cyhwang.net,9
210.72.92.137,9
10.10.241.175,9
192.168.5.182,9
ec2-54-82-170-222.compute-1.amazonaws.com,9
rcwebapps1.dfci.harvard.edu,9
titinviewer.net,9
uamsopsqa.pdx.aws,9
aclsopsqa.pdx.aws,9
128.196.64.244,9
local.dev,9
pobitora.strandls.com,9
129.93.134.127,9
bngs05b.uzbrussel.be,9
43.240.99.181,9
ec2-52-59-218-230.eu-central-1.compute.amazonaws.com,9
141.40.254.64:8080,9
146.118.102.247,9
146.118.102.248,9
146.118.102.244,9
10.2.40.206,9
172.21.198.122,9
10.235.49.234,9
134.158.151.28:8080,9
app.cloudalign.accetia.com,8
10.88.25.29,8
browse2013.biology.gatech.edu,8
lsipre.ingm.ad,8
192.168.60.50,8
eco-blast1.ice.mpg.de:8080,8
192.168.1.148:8080,8
ec2-54-227-174-201.compute-1.amazonaws.com,8
v0311.nbi.ac.uk,8
dev.genomereport.co.kr,8
192.168.153.130,8
138.37.58.37,8
10.0.0.100,8
genomevolution.com,8
192.168.125.136,8
10.20.230.210:8080,8
10.88.36.65:4004,8
bio-tako.ex.ac.uk,8
172.16.5.95:666,8
ec2-54-254-231-97.ap-southeast-1.compute.amazonaws.com,8
ec2-54-254-255-192.ap-southeast-1.compute.amazonaws.com,8
ec2-54-255-128-208.ap-southeast-1.compute.amazonaws.com,8
ec2-54-254-239-223.ap-southeast-1.compute.amazonaws.com,8
54.199.148.45:8080,8
144.173.147.164,8
130.34.175.14:8080,8
192.168.58.134,8
70.40.221.104,8
150.67.112.118,8
ec2-54-88-15-216.compute-1.amazonaws.com,8
127.0.0.1:9000,8
192.168.2.131,8
137.224.217.176:8080,8
128.196.64.157,8
192.168.164.130,8
107.22.39.70,8
robsyme14-8080.terminal.com,8
10.0.1.16:8080,8
uk2as251.medimmune.com,8
dg15:81,8
amold.lbl.gov,8
137.224.217.135:8080,8
www.mutationforecaster.com,8
clipdb.ncrnalab.org,8
192.168.0.15,8
davinci.novo.dk,8
cloud-39.genouest.org,8
192.168.137.45,8
10.120.136.201,8
ec2-52-74-16-118.ap-southeast-1.compute.amazonaws.com,8
52.10.125.194,8
ec2-54-92-238-90.compute-1.amazonaws.com,8
104.154.94.90:9595,8
localclex:3080,8
192.168.137.33,8
valhalla.freedomirc.net:8080,8
127.0.0.1:6140,8
spiro.genouest.org:8080,8
10.8.25.97,8
www.epigenome.cuhk.edu.hk,8
green.dna.affrc.go.jp,8
192.168.5.139,8
130.56.102.11,8
172.16.1.85,8
www5.ngl-science.com,8
vm64-147.iplantcollaborative.org,8
test_jbrowse,8
192.168.1.3,8
192.168.1.160:8080,8
192.168.1.231,8
127.0.0.1:6060,8
ec2-54-177-150-31.us-west-1.compute.amazonaws.com,8
172.16.20.251,8
www.ditad.org,8
10.120.136.178,8
192.168.1.13,8
200.132.101.131,8
10.211.55.13,8
10.0.0.10:10005,8
192.168.56.101:8085,8
jbrowse2.wi.mit.edu,8
localhost:8089,8
panflam.korea.ac.kr:8085,8
hanush-platomics.com:10005,8
127.0.0.1:12349,8
bmi.xmu.edu.cn:8888,8
neuroseq.janelia.org:81,8
localhost:8585,8
ngslogin1.kobic.re.kr:8080,8
cancertest.dev.sanger.ac.uk,8
efam.nzcorp.net.,8
192.168.99.100:32768,8
10.10.10.130,8
ec2-52-35-143-61.us-west-2.compute.amazonaws.com,8
localhost:2015,8
galaxy-epi:8085,8
vm64-220.iplantcollaborative.org,8
ccg.xingene.net,8
ngsnd001.jpn-pharm.ad.local:8081,8
172.24.5.47,8
ec2-52-91-144-59.compute-1.amazonaws.com,8
ec2-54-208-53-19.compute-1.amazonaws.com,8
vizit.io,8
107.23.126.211,8
dev-spn.platomics.com,8
ngspipelines2.toulouse.inra.fr:9007,8
localhost:8061,8
192.168.122.158,8
54.242.36.82,8
10.6.0.76:8008,8
54.210.180.115:9003,8
192.168.159.128:8085,8
ec2-54-205-122-143.compute-1.amazonaws.com,8
genome.rc.fas.harvard.edu:8080,8
192.168.202.3,8
172.20.20.16:2222,8
192.168.0.13:8085,8
172.20.20.232,8
139.196.7.224,8
ec2-54-204-146-129.compute-1.amazonaws.com,8
fox.rgd.mcw.edu:8080,8
1.164.142.198:3303,8
tripalb.feilab.net,8
ec2-52-59-235-151.eu-central-1.compute.amazonaws.com,8
192.168.112.133:8080,8
43.240.99.32,8
43.240.96.227,8
43.240.96.199,8
146.118.102.252,8
146.118.102.246,8
123.136.65.4:8080,8
172.20.20.16:2228,8
192.168.1.220:3001,8
lvs-archer01,8
192.168.158.128,8
ac128faa.ngrok.io,8
140.109.28.125,7
ist.kobic.re.kr:8080,7
trident,7
58.194.127.67,7
132.235.14.153,7
www.ariesepigenomics.org.uk,7
147.99.108.61:9006,7
genomes.unit.oist.jp,7
172.20.20.104,7
ibz-pfs-200.ethz.ch,7
10.68.225.50,7
ngspipelines.toulouse.inra.fr:9008,7
intranet,7
bsccv02.bsc.es,7
192.168.178.45,7
ceramide.ucsf.edu,7
192.168.6.164,7
172.16.5.2,7
localhost:8405,7
192.168.2.92,7
ec2-54-225-5-64.compute-1.amazonaws.com,7
ec2-23-22-137-224.compute-1.amazonaws.com,7
mobilians.patricbrc.org,7
192.168.1.19:8080,7
mandolin2.caltech.edu,7
131.230.90.217,7
genomics.tacc.utexas.edu,7
tll-rv1.tll.org.sg,7
192.168.37.132,7
www.enews.patricbrc.org,7
test.tomatogenome.net,7
144.173.147.164:8080,7
128.196.142.44,7
10.88.37.0:4003,7
bmo:8082,7
genome.bio.fsu.edu,7
ec2-54-255-128-178.ap-southeast-1.compute.amazonaws.com,7
10.0.1.3:8080,7
libro.haifa.ac.il,7
10.88.36.35:5003,7
wb05-02.dna.affrc.go.jp,7
n56-077.sbcs.qmul.ac.uk,7
192.168.70.53:8002,7
ardemo.patricbrc.org,7
uk2as251:8082,7
hugin:8585,7
ec2-54-208-143-202.compute-1.amazonaws.com,7
134.94.64.201:9020,7
10.10.100.40,7
128.196.64.135,7
128.196.64.217,7
192.168.184.128,7
asu.biocant.pt,7
10.23.5.88,7
192.168.174.61:8070,7
127.0.0.1:9093,7
yoshitake.mydns.jp,7
drupal:8080,7
172.16.179.161,7
192.168.0.249:8080,7
ec2-54-200-71-168.us-west-2.compute.amazonaws.com,7
ec2-54-68-242-241.us-west-2.compute.amazonaws.com,7
150.254.120.29,7
www.1156.cc,7
vm64-112.iplantcollaborative.org,7
189.202.43.223:8080,7
192.168.249.110,7
hardwoodgenomics.org:8080,7
140.113.15.84,7
192.168.2.199,7
10.120.136.205,7
192.168.0.117,7
10.19.1.52:8800,7
128.196.64.72,7
192.168.1.133:8080,7
cpt.tamu.edu:8089,7
valhalla:8080,7
pioneer-d:8010,7
watson.plantphys.umu.se:8788,7
128.206.129.59:8080,7
vm65-209.iplantcollaborative.org,7
192.168.50.192,7
deecoii.cbrc.kaust.edu.sa,7
galaxy2.univ-perp.fr,7
symcent:8080,7
ec2-52-13-37-156.us-west-2.compute.amazonaws.com,7
spiderman.genomereport.co.kr,7
ubuntu,7
192.168.5.179,7
ec2-54-172-27-81.compute-1.amazonaws.com,7
192.168.118.35,7
139.162.193.249,7
ec2-54-204-164-167.compute-1.amazonaws.com,7
ec2-54-166-68-34.compute-1.amazonaws.com,7
lims-dev,7
jbrowse.plantdhs.org.prx2.unblocksit.es,7
dev.insilicogen.com:8000,7
10.120.136.253,7
10.73.11.123,7
10.11.210.48:8085,7
192.168.1.102,7
192.168.50.93,7
10.19.8.219,7
tools.bmep.riken.jp,7
128.196.64.175,7
172.17.42.1:8081,7
192.168.2.211:8080,7
bar.utoronto.ca,7
colab-sbx-142.oit.duke.edu,7
192.168.1.12:8000,7
localhost:4000,7
192.168.0.111,7
137.189.43.55:8080,7
10.163.241.137:8080,7
inovaopsqa.pdx.aws,7
10.37.0.239,7
sgenomebrowser,7
ec2-54-193-40-83.us-west-1.compute.amazonaws.com:8080,7
banana-genome-http.cirad.fr,7
charon.stjude.org,7
202.112.87.15:8084,7
52.37.185.103:8443,7
192.168.233.162:8080,7
192.168.233.164:8080,7
192.168.50.180,7
142.150.214.76:8080,7
10.1.10.4,7
192.168.99.100:32769,7
bioinf-galaxian.erasmusmc.nl,7
ec2-52-90-62-18.compute-1.amazonaws.com,7
localhost:8102,7
test.mylab.com.tw:3003,7
www.jianminzhou.cn,7
54.172.143.1,7
www-rcf.usc.edu,7
43.240.98.154,7
mac-mini.local:8080,7
tcap,7
ngspipelines2.toulouse.inra.fr:9010,7
ec2-52-91-245-247.compute-1.amazonaws.com,7
192.168.1.33,7
52.43.92.164:3000,7
192.168.5.203:8080,7
10.70.2.72,7
10.35.10.249,7
127.0.0.1:5557,7
ec2-54-197-198-218.compute-1.amazonaws.com,7
ec2-54-210-20-178.compute-1.amazonaws.com,7
10.64.1.16,7
10.42.0.5:9090,7
192.168.1.220:8000,7
128.196.64.103,7
192.168.13.130:8080,7
ec2-52-59-242-182.eu-central-1.compute.amazonaws.com,7
43.240.96.238,7
146.118.102.245,7
elrh6gene01.dow.com,7
161.202.154.114:8443,7
peanutbase.agron.iastate.edu,7
www.findfusions.org,7
192.168.20.47,7
deepbiomining.com,7
10.37.0.250,7
devapollo.babs.unsw.edu.au,7
35.163.217.217,7
hardwoodgenomics.us:8080,7
192.168.100.196,7
192.168.208.60:50070,7
gtapps,6
srsu148.bio.grs.net,6
bioinfo.pbi.nrc.ca,6
129.186.85.15,6
ec2-184-73-73-221.compute-1.amazonaws.com,6
platform.genexplain.com,6
rnaseq-sigenae.toulouse.inra.fr:9001,6
rnaseq-sigenae.toulouse.inra.fr:9051,6
rhizonet.bio.uam.es,6
ves-hx-6f:8080,6
novopc6,6
ec2-50-19-161-236.compute-1.amazonaws.com,6
donkey,6
prometheus,6
58.194.125.151:8080,6
ngspipelines.toulouse.inra.fr:9009,6
helico.genouest.org:8090,6
bloodroot.biochem.dal.ca,6
192.168.100.16:8080,6
192.168.1.109,6
www.virtualmachine.com:8080,6
118.138.241.172:8080,6
192.168.153.128,6
demo.benagen.com,6
jbrowse.drivedb.org,6
192.168.100.251:4002,6
ec2-184-73-110-200.compute-1.amazonaws.com,6
conifergdb.miamioh.edu,6
ec2-54-211-9-136.compute-1.amazonaws.com,6
10.88.36.57:4012,6
ec2-54-234-151-245.compute-1.amazonaws.com,6
192.168.1.2:81,6
hanjunghun.com,6
gmod.nal.usda.gov:8080,6
ec2-107-21-157-185.compute-1.amazonaws.com:8080,6
hpc3,6
10.1.37.243:8088,6
ec2-54-237-23-152.compute-1.amazonaws.com,6
ec2-23-20-201-133.compute-1.amazonaws.com,6
54.238.222.46:8080,6
emstech.org,6
localhost:4003,6
140.113.112.33,6
tll-rv1.tll.org.sg:8080,6
ec2-54-254-232-176.ap-southeast-1.compute.amazonaws.com,6
gnosis,6
129.10.11.143,6
128.8.185.18,6
10.10.70.78,6
macpro.wadewinkler.com,6
10.0.1.3:8000,6
130.34.175.14,6
yellowrust.tsl.ac.uk,6
192.168.190.128,6
metatron,6
10.55.63.12,6
128.210.42.10,6
www.jbrow.se,6
54.85.56.144,6
cubie.fritz.box,6
134.197.50.76:8080,6
172.16.102.207,6
192.168.2.2:3128,6
128.196.64.220,6
xdev22.l,6
54.81.147.26,6
59.77.132.3,6
bioinformatics.wvstateu.edu,6
192.168.50.113,6
10.27.27.14,6
192.168.240.129:8080,6
172.30.0.145,6
edgeset,6
192.168.50.159,6
192.168.0.100:8080,6
54.172.14.29,6
54.68.113.227,6
10.128.16.99,6
54.211.4.33,6
ec2-54-201-138-88.us-west-2.compute.amazonaws.com,6
172.18.56.31,6
furlonglab,6
news.google.com,6
rquick.grid.iu.edu,6
136.176.40.209,6
10.230.240.208,6
pgb.liv.ac.uk,6
www.intrepidbio.com,6
10.120.132.18,6
acnfp.org:49161,6
54.159.196.41,6
vm64-121.iplantcollaborative.org,6
kashmir.araport.org:8380,6
ec2-52-4-242-117.compute-1.amazonaws.com,6
10.163.241.228,6
192.168.0.25:8080,6
192.168.211.55:9080,6
172.16.0.190,6
192.168.100.157,6
172.17.0.57,6
192.168.100.69,6
www.genestation.org:8181,6
192.168.50.230,6
localhost:9080,6
10.34.229.70,6
192.168.118.34,6
129.215.45.67,6
ec2-52-21-26-48.compute-1.amazonaws.com,6
genolab.inp-toulouse.fr,6
www.citrusgreening.org,6
cafeteriome.mpimf-heidelberg.mpg.de:8080,6
neuroseq-dev,6
10.26.25.183,6
ec2-52-89-108-249.us-west-2.compute.amazonaws.com,6
192.168.31.210,6
165.91.108.143,6
bioinf.ceet.upenn.edu,6
genexpdb.hpc.okstate.edu,6
localhost:3300,6
10.43.65.247,6
gregorylab.sas.upenn.edu,6
192.168.56.128,6
134.192.156.49,6
192.168.99.100:8000,6
alpha-helix.oncology.wisc.edu,6
placeholder.wi.mit.edu,6
10.96.114.181:8301,6
10.4.19.125,6
